nr,product,producer,person,reviewDate,title,text,language,rating1,rating2,rating3,rating4,publisher,publishDate
25,3,1,2,2008-03-14,'reannex repapering sanctifiers overdosed backspins agglutinative thoraces indications saloons flappier moneylenders laicisms','maturing papists tonneaus review blasted britons pomegranates chiasma flooring refrigerating bihourly initials polyethylene tannery mastoidal murderees lichee grunter exonerators backfiring disheartenment lispingly massedly barelegged ternaries cumulous televisionally highschool ancientest occulter stylizer homy manifolds rostrums fireworms objurgated unfortified heeling outlivers emaciated foxfires genuflect abridgement clubhauled clutching drowners tsked weirdies incompetency tinny excellencies discrown furthering antihumanism tinting idolise hibernated paraphrased dodgy clamped slipcover ginned fornicates mayoress boomtowns enamoured genocide gipsying phrased doublets toeholds assassinator sillies segmental bene unman expressionists scroungers polkaed wieldiest planktonic blucher scholastics fortieths overdress drowsing enlivened running reroutes portaging lotto approbated adumbrates chaldron recompose barkeepers bushman hearthside maraschino unleashing randomly feater karakuls murkiest wheezes clattering resubscribe hymenoptera oscilloscopic wotting invincibly twistable kiloliter reciprocatory seeker stereoisomerism kinswoman preventative horst suspenses obviating japer canneries hatbands versing plumpest gorger tequilas atomical stammering claustrophobiac chivy scorches northeaster extortions foulmouthed segregative vitiating underestimating slackage obliging tensing ruinable encoding tetragons overfurnish ostensibly empyrean remap abscissas impulses incidently transorbital reassign morns forepeaks pattypan ritualism savaging unmannerliness bacchanalia liege intensities dualized thalamus topographically tapper smoothy peseta curtaining emplaning reviles invocating zoroastrianism radiotherapies impurely bucklers asters fashes federator fatly vapory outlandishness wobbliness volplane odourful catchment presupposed refereed interrogations skeptically intently nonpossessively posits','ja',5,2,9,-1,1,2008-04-19
26,5,1,2,2007-11-27,'panaceas laboratories challenged prenames nutations molting videlicet studbooks noteworthily bacteriotoxin ninny permanencies photoelectron quitclaim','rebeck demurrers presidents diabetics tenuousness unknits parka escalating kindlier chimaera superstitiously brassie nonpolitically airliner pettiest tweaked nepotisms deionizes overcooled misnumber touches demarches conjugally hoorayed castrato whited recount grigs robed cowcatcher concealed utilization antirevolutionary institutionalist spondaics driveling weasands storytellers apposed swimmingly birdseye truisms lovableness dinners inconclusiveness hoper receptors recognizably counts solider fierceness recks formatter curiosities mandrakes disavowal chirpily deserted dodges innersole layaways counteractions astir toffies ultras divider unbeknown stockpiles nebulas propagating widdled amirs heating dibbing gaoled virucide depreciatively majoring parapsychologists microradiographical downiest groats doblas carousal disrupting boulevards nonrefillable kipper reunification proceeder subtopic pancakes underdog loser adulterating supportive benightedness spiffiest correlatable fraternities cassis danseuses broods soliloquies peaking overheard collegiality embanking napalms borborygmies lupins funked outargues alienability mutilations photophobia escritoires geometries attached knocked waddles gelees unabbreviated beguilers tollbooths parchment deputes budless loosed potholed incomputably maceration flatteners requiter inculpates','ja',5,9,6,10,1,2008-04-07
27,2,1,2,2008-03-07,'snowfield conterminously surmounting disentangled collagens triads methanols rippers osteal incapacitator numerously constitutes retributed foliated','snippety incomings elflock grandames boweling bongos altruists incased weekdays enfold carpers maroons oxblood obliteration infarction buggiest cheddars gauntries pounded defoamed skewed platers untrod coiffed humorists reinvites accusant sootier boneset unenforced aidful hasting weediness sharkers honeymooning unsnarl loos selection klutzier nonscheduled freshened schismatic microbiology securest inconsolably pacification hassling miotic confiscators pelted enrols ores uncurl rewards supe strengthening acned astatines suspected assassins sporule steamers bearable gastrectomy souths bellicosity luffed shunning squatty bauxites subcontracting interrelates variegating contributors bitte fluorites mealworms sentimentalism diemaker pepping disputed thatchers fallowed prophesiers homosexuality bindweeds bisexed synergistical obtrusively unexercised straightener embowers sforzatos baas metaled predispositions charioteers transportable chawed yeasted unheedfully licitation orphaned praetorian unprincipled easter canthal sounder rewarming sociologic jejunely banishment laboratorial rotationally precooking sideward kerns clearheadedness erotogenesis magnetizable capacitating cabling stammerers unprocessed natalities unmentionables uncloaks nobbles alternating transited jauntier mags unacclaimed stalinism carrots serenading thirdly climatologists enervators subsidizing septettes defuses entailing staggered thromboses groundless mazedly savings macrocosmic photoengraved dodders alieners entrenches nightstands peatier antibiotics','ja',1,-1,8,3,1,2008-04-07
28,3,1,2,2007-10-10,'mimosa reintegrating poler modernizer pennon checkoffs vasodilator heathenism ableness sloucher skycoach cessing expediencies reciprocals','unhanged purveys pressurize baldest impregnation unclassifiable exampled chromes hexaploid cringles bulbuls toadies mollifiers terrazzos extolls peepholes holdbacks achievement signaled triggered constrained shepherdesses pommelling recompiled preharden enunciates intestacy veterans intuitiveness vituperated eugenical bounding clerkish nervelessly thankyou retinals jacobin hourly niters dendrological cultivates disinterred zingers forlornly kitsch cogitator combed chloral idoliser hitchhiking garrotter reforms carrageenan amatorially hurling bugbears superficialities stringier cordoned suaver dichotomously ofttimes reeker modestest hogger denotive savorous dazzlingly justices stalkiest beautified brimmed conciliations sputters copybooks risings exhuming trunnion swedes wigless coincidentally dyeweed intercultural fluty regicides clingers patricians charlatanish pluralizing mascons selectee ballplayer crankily aquatints preadult uncomfortably zucchettos trapper trices burrier automatize lunacies bedazzled priapuses misbelief scintillation overplaying remanding bussing lentils fertilizable adherers emollient annuler paperer sweetener impala collapsibility cunnilingus underproduces reentrances suddens cardinally perplexities throbbers steamier clomps bestrides eurodollars branchier swisher scorchers airships tactfulness','ja',-1,3,3,7,1,2007-11-16
29,4,1,2,2007-10-28,'exasperation marrieds carrell cannonade noninterfaced','stretchers mummers arguing leal avouch readable emulated parasitical scorcher reigning potables dips inhabitability unmanliness paladin overdiligent scrappiest mantilla linguistics dashing narcohypnoses misdo scows ambisexuality stylite recapture passersby penciler centralistic scooted seasides renominate ingots decongestant joyed differences mutably rumples latten eluding anthropoids fortuitously lighthouses summering precipitously fractionalized gasbag shiftlessly trichinosis debatably bullhorn kiloton damageable intensities sonarmen manhandled radixes homilist grappler coonhound fontina keelage billed mechanisms librating obtruders candlesticks voidableness blockbuster palanquin diversities gymnastically ganglial anthologist optimistical hawkeys undissolved','ja',7,-1,2,2,1,2008-03-25
30,8,1,3,2007-07-07,'clappers overshoe canners equalizes kindness colonise commix redlines solecist perkiest','carina eremite demythologizing eftsoon shows fiendishness sunroof manageress enclosers loo aerobiology reminder adumbrations faction deformative anemones geologer tails bechamels vitalising anesthesiologies damps bedders couth asphyxia coking intradermal reproachfully cyclical exposes veronicas marinaded verdure radiancies ignifies biophysiography rarebit jinxes musically luteum vices dunning waylayers exonerates eyeliner producer fatalness unfamiliarly handcuffed exteriorized unproven wivern loadstar rotundas shewer endowers guerilla roadability uniters vamoosing suddenly intelligently malays upswollen restrengthens interrogatories offended recriminates scalpel regularly ineptitude massas catnips','en',-1,9,-1,-1,1,2008-02-18
31,5,1,3,2008-02-02,'moulted demonized temperaments gallivanting beans','heftiest batts tottery swinged jotted unshod sorrowfully mussels campsites flirtatiousness clued maladjustment oftest seascouts brio autobiographic cappings turfless overbore bricking waterskiing acrophobia dialyse mucky condoner unannounced anatomically decriminalization succinctness hepatizes craggily venturesomely inheritabilities unshapely domineers internuncio defat dropkicker buffeted purply repaired nomenclatures bedumb lipase mikvah demographics bookmen absoluter queans harrying abubble smears spokes markdowns dermatitises refueled picturing waggons jerseyed jargoned rcpt biconvexity impermeability cottages remail ghostliness revivalists adversely disseminating merriest meandering hitchhiked consecrations lagunas unwon wholeheartedly pourable chemoreceptive engrossment mooncalves uncollected alphorn erecters periodontitis epilogues sued culls','en',10,4,1,5,1,2008-02-03
32,7,1,3,2008-01-18,'overconsiderate craped siting doubler surrealistically','marylanders calculating leafs negligently adulteries nitpickers durned bedframe ratable unmolested wordier reexamines repricing legislatrices ratiocinative overextend fashions payee brainwashes exceptions agonic exalter recurrence unrespectfully endocrinologist appearances studbook micrometer straightly coasting playfellows boiled chafer argles homogeneously derailleur semiretired riveted eviscerations assisted allegement laziness fanner polemicist encage hairsplitting easing overeducating waft bopper deaccessions reuse cogito shuffled bullocks reminder mockups aviated tonsorial radiotelephonic signaled confluences unguiltily overreacted premixed giantesses chatting approx snappiness tootsy pepsins promoting imprisonments scolding disarmers disillusions mayvins stencilling volcanologist acidy blandly ghostliest airlessly tootler satirists cubages replacers lavations repatriate virulency whooped hallows woodlander incidence shat archness conflux chitlings gloaters nabobisms darks enticement scandinavian trawlers slicer stogie selection parasiticidal qiana quartering planer tissues multiversity chortlers demonized disarms vapours affrayers luminal choses noncommunicable malnourishment prizefight isms planked pontoons leaner rurally traitress jollified reconcilement antipyretic pepsins manger burnisher dishevelled reintrenched deices hocuses overexercised collop weakhearted processors brassicas thievery drupelet suboxides assessable intrench autobiographers fauvist zairian moisturizing seasonality aunty accomplishment faultfinders beggarly semiconducting monorails reflected fraternization telecasting contentment lenity repeopled sniffles browser screamers warpowers uroliths shoplifted mutterers teenybopper nonscholastic mating unpen manas brassily lurers wassails browny equalises safaris greasily recidivist vended nonconformist mestizas scaped detainees toadfish intwists appriser ministries adjurations bedstand overcooled plighting stockbroking','en',8,4,-1,2,1,2008-05-12
33,4,1,3,2007-07-13,'rediscounted quintette trumpeting pronunciations wheelie','emergents enflames happened russians mordant penchants located ministrants parasitologies buckras overinflated steeplejacks cubicle thirtieths overcompensators undefined inheritress broaches securing sewed twattle freakiest hymnody poppets elbows bargee scuffles mergansers superficialness rectorate lockups bomber challenged subclassification plumier truncating historians foisting gavots sackbut beadsmen insincerities inebriation trundling clubs duetted upcurve fullering cortically recrating reinvests','en',4,-1,9,-1,1,2007-09-17
34,5,1,3,2007-12-28,'cubiform maintainer refinances reasoner whackers bedmakers towelled quietens dynes wordstar','sizeable flagons spinny sodomy lexicographically arresting cantrips placidness livelihoods cypresses fossils seppukus fundamentally chafed landlords nutriments nonacademics borage shirker sated tantalizers pavement realignment decoupage translucently wardenship stepladders oms proofs avifauna mammographic kuchen marketable ableness catcalls neotenies fantails flees sotted flipping cellists pukka controverts gravitationally assemblyman adsorbent undifferentiated auricularly rattan indwells passingly metaling haddocks lonely scarifying lightly cringles curber snobs peruvians skitters primmed maenad finochios unionistic pipeages esophagal dreck locoed bight griddled malemutes repins queues melodically hegemonical moisteners rumrunning kidnapers postboy seatless swankest wobbliness stopple freakily encircle finales marinated cutoffs supplemental pinged mascots','en',5,6,7,2,1,2008-01-17
35,4,1,3,2007-10-18,'disuse resilience clingier temporized iceman nipponese triers journalist xystus nonadjacent ammeters idylists interrogative mpg','nijinsky latened isometry cantata tannic skoaled grainer shrimpiest waterproofer hereditarily huddles exuberance phantasmagories preponderantly cargos accenting deftest journeying bouncier mutilated misdefines slowest describers entwisting plotting gatherers adolescents anilities occluded guileful embanking expo theaters chinning wowser twirls capriole eidola fescues staphs lineament grandad partaken skywriters commissioners shouters proalliance meteoroid misterms chutes conscripts broadsword effecter clanswomen thieved rutting muddles stingiest sanitaries catalyzes soapwort effulgences henbit solvency earrings carryon totalisms abortionists reordain retailor badman lubrications teaboxes jibbing aerates dados thunderbolts wordplay adeptness sleepers closely safeties delfts unfold propanol rummest jungian prerogatives nonresidual transponders mickle arrestees prouder openworks sculpted clasping opines humanely popularizations pongid blackness recited sibilation studies biorhythmic mosquitoes latino decanter cumulonimbus supplants gerrymandering outstation cowering hangouts triticale','en',-1,10,10,7,1,2007-11-26
36,1,1,3,2007-09-08,'bards crowner plunkers guiltlessly mistunes abandoning imbroglios nudnicks illiteracies pigpens throbbing senselessness lyrical eccentricities','anarchist toeshoe wheyish vibratory bacchantes tombing scleroid precut coalyards preventions dabbles limbs elongations incommode outdated senates mobilizing chemotherapeutical laminated enslavements ogres martlets playpen ratiocinating dobber blacking cecum bellybuttons generalists despondencies sibyllic hunchbacks nonabrasively debone bombload putrefy cools agaves abjure richness faltering swimming headquartered screener decidedly witnessing predicative revives futurities flirtations metaphysician estonians ambivalence ungenial caned liberian serviceableness dimness strangely accusable bigamous dormancies stalled morphogenesis summerhouse gemologist mimers pastramis tramping pharisaical amalgamators louisianans resurveying digested ecdysis prevalently stateside pyrenes cannonism bookies stops mounters drooled reverb yodhs gassiness chaffiest sensitively vapory lyrics borsch screecher arraignments dronish densest stellas soggier confreres beggared hauberk quintette underlips goofs ramjets oversubscribe punsters glycosides repainting eelgrasses sloucher inverters excitations faxed dismountable soggily momentousness saltbushes brisling antinomians kindergartens bursitises freakily porter creator scrubbier certifiable alternateness rewashes refill sandaled stipulations proprietors detractors unproductive unended unwound tzimmes memoirs stele typecase oceangoing aplombs rasped miens resuscitative ceremoniousness discernment coifs epidemiologist expressing elastically aphrodisiacal profanity obesities foreordaining cleansers begorah bolled decontaminating wetting whizzer dudish meddler handlooms rustlingly quintains identifying tailing','en',4,-1,5,1,1,2007-10-01
37,9,1,3,2007-11-16,'improves pervertedly kevils canneries','mapping constructions motiveless stalkier validations tentering lounges anopheles jelled potsy fujis servicer savorer dressage installs magnificoes militancy nasalize tearer rowable lovevines submergible cyan oversimplifications reinjured misdeal furls headgears watermarked cesspits enthrone tooling ironware sensationalist passively expressionist rumors codifications vanillas decompensated oratorian sandbanks faded formable proliferously infiltration foetors heartens chanteuse freeform catching saxhorns grafts celling crinkling unadjudicated neurones postboy shackles procurer rhinos hated steeping incommunicative cervicitis copolymerize atonality zoysia restudying showup inexactitude hillers nimrods leva tokonoma stagnates wisdoms loadstones expatriated faultiest scintilla ungraceful inched brevities unclassifiable adoptions churchier reattached ranged unenterprising subsisting deutsche cussers megabuck behaver depressively overpast baalism pinioning hankerer holdbacks libidinally curies unshelling coliseums smidgen saltires masturbator reacquainted ufo unicellular calendulas cetologies letter nonhabitual precancels simplicities cautiously baseborn tansies gauderies graben shrieks regenerates paralyzes conjunctive folkloric suggestibility vaqueros discriminates pumicing numberable nobler salvagees prized melanists discoverers frangibility opaqued begrudging cranched rupiahs expected obligement liquorice multifunction','en',7,10,2,8,1,2008-05-20
38,8,1,3,2008-04-02,'postulant undertones newscaster asper reinstalling deedier tautologies underfinanced','soliloquizing curative probationers whelky disposes fermentations unfurling gesturer eructs frater retractions fearless galleries hoofer glary bidet rearrest gaper deficiencies squelchy romanced accruals vacating galloots wariest studhorses crystalize phallic uncomfortable fluoresced undoings maypole dicks parsonages gymnasia yoking pollards censurer soapworts guttier dazzled burbling dries punctuation barhops circumnavigation hobbler stenos ephedrine lazarette sending dusters underfinance unmuzzles warmheartedly cheviot mineralogical darkish oblongs cageling hoatzin syndics belabor lushing farces gasifying podgy engrossment declassified quacking transfixing lowerclassman','en',4,-1,3,6,1,2008-05-10
39,4,1,3,2007-07-15,'chirpier undo mouthiest roughhews outargued scuffing lief severalizing triumvirate circuiter calorimetry','retreating bactericidally detachments demonstrative formulators yeasting gulps tawdriest demobilizes extorsive polonaises flappy restrengthened exempted regathered recon prorogues gangliar reaps baddies washiest reallotting wellhole suaver thoraces faultlessly iniquitously marquisettes scroggiest medicator saddler blethers totterer noncooperation lunations benefactresses proceeder anticipates tormentingly overeat operably supernatural actuation rapaciousness provable enjoined specialist sepulchrally afters breakers leas sloughs enhaloed cheeps etchings manufacturable','en',5,6,10,10,1,2007-11-15
40,3,1,3,2008-06-16,'dynamometers ephedrins reorganize detents sidecars serrating cerated zombiisms churner midships kyries','disorientation unclogs dromedaries kneaders reelecting valveless specks initiates bypassing rosiny vindictively pointlessness tokenisms rosier stomped ludicrously slantwise zincky arouser practicing regathering humectant heptameters vervet polysyllables octad sublimations gnus oversubtle brims indecenter faithfuls physiognomic ravagers renew cookey particularities fringes enamoured obfuscable rivalries vastest accounters handcrafted equilibrator rigatonis disconcertingly leeriest ineffectualness encapsuling raja fubbing tiller romanizes pythons uneasily narrative refraction tribuneship archimandrites enrobe exceeder westering skiffs rotationally bankings suffixed inaudibly transfrontier narwhales partway cornetists nonrecognition nickeling disfiguringly warranties riled crossbred quibbles saltish balloters unaccounted coliforms conciliar outrunning elastics crisped chaunting concaveness vexing harshened javelined intermeshed reincorporate stranded niceness underscoring heists valancing failing bigmouth sluggers unequivocally gustoes undistressed survivers intercede','en',3,1,2,-1,1,2008-06-18
41,5,1,3,2008-04-21,'crunchers diffidence researchers nonformation tempore tentacled preelection palmitate misplayed pseudoscientific transsexual','slakable ozonise fictional midwiving minibikes cockscombs devilments bordered kales fortis foolishly skyrocketing hula mediative iller maintenances waits upends stammering milages depletable kickshaw algorisms tubercular invalidator unjustness majuscules gonopores preclusively unalarming diaspore breezeways immanently interpreting bangtail raucously programmatic moratoria monogamies habits immobilities dinkum cockiest bursaries refueled clubfooted prescoring digitals drear displays redundances prosecutorial calcined sties hobnail temporalty incredibly honester cantingly baaing manuever gearshifts watersheds regerminates logrolled competitively bodices strapping stillness nonsuccessively desegregated banqueters aulder semipermeability lordship glosses chops selectly flunky hiller reties spouter coacts embodiments nurseryman cataloger enzymatically disfiguringly rewelded rigorist reinterprets bushfire breakfront burbly pottages tangoed wrangler westings skeins reference somewhats overdiversifies swatted disengagement torii bactericidally piddler cohesions namesakes outcroppings hoses davenports mondays disobey angostura denigrates macadamizing mastiffs collagens coronations cemeteries sleddings outlays capably orangery clews prepayment budder banquets expertness pinioned rednesses yarest coifs pencilled ganev organically innovating espaliers livability soundproofed shirtings lithographs channels cicatrixes goaled distended tympanum requests subteen proportions shrilled extorsion whumps milady rebops indications livered advertize conceptional tangled bronziest tunics guilder sightseen obliviously confetti velds wings mille litchi excursionists bedlams sidelines contaminations','en',6,8,5,5,1,2008-04-22
42,5,1,3,2008-03-25,'riptides unfrocks gauderies assailable pulpwood sermonize benefactors pregnantly','derogates wrester armer logarithms testation cathedrals workroom godowns remaindering rover punching steerages commanding hominoid undersigned rarify oblongs tardo culotte flitch swallows cherries subnormally humanitarianism reinviting poetized jaggedly faunae tadpoles gurney incarnadine overwrought twerp frizziness fluidrams unsteady coredeemed fellies disavow lithuanian cavitates overseeing wisecrackers heckler commending squeakier capableness audient commiseration outyelling disabused pellucidly dunces meanings gnotobiotically assumes breezier purer oncomings sones tendentiousness legwork gibbing deficiencies totes sparser theistic bimethyls dauntlessly shiftiest goglets negotiants straighter oblivions extremists plucker companionship reclassifications greaten mayorships iciest tissues squinting devoicing swanked tenter raises refuting wrapt wheaties cardiogram inebriated extragalactic emergences squushing decidedly sepulchre jumping bulged canzonas barkentine wantons flenched ostracizes fatale chambray plummeting glabrous morally salmagundis stabilizes cytological','en',-1,2,6,6,1,2008-04-01
43,7,1,3,2008-04-20,'mercurialism nematodes preadjusting previewed castrated depopulation rabbinate disgusted branchings rubdowns fundamentalism crocheting scans','plaiters muddled dyed recoiler ladrone assignable phrenologic copters uniformity punisher quietens accentuator reekers rumba perfecters desiccated stays ideologies confuters impliedly ladybug colorist perkier burlier casuist toccatas stabiles knifings pantomiming screenplays noninflammable bicycles berates moralism sadistically authenticator cruzeiros chords dendrites formlessness noncorrosive pommel honesties rafters wantonness frivoler helmeted quantize hosannas bagnio disillusionments surmises coalbin astrodome mentioners hotblooded nickelled beautifying unthawed mussiest coaxers penlite batwomen imply caul remonetized shmoes forewing creosoted nonintellectuals blamable slipped valorizations reabsorb rearmament orcs hollander consolidators detrained wirepuller thirstily knottily sphygmometer triangles unmarried recruited subscriber harborage micrographs poetizes befooling endangering fearer practicality groveler elixirs crimpers adorably keelage inveigles sailing wearish insanities spooring preblesses palpitation ashes laminae watchtower migrates rosettes ballers bonny decaliters gauzy palming mooter chesses amplifiers tabby misdid dirtily reader mocha gibbousness copydesks bassness grassed seizors circulates froward chics bunging ferrules verbiages palinodes churchwardens tokyoites improperness frowziness detoured candying knits african definitiveness guatemalans blackouts reveries foresaid herniations costers begorrah subjugator tensed smouldered flowing impassible','en',3,-1,9,-1,1,2008-05-21
44,7,1,3,2008-04-05,'strettos nonsenses sediments reconvert xiii fractures ecumenicity gerunds','escalades planed clasper rondeaux knowable bubo perpetuation burgomaster blurrily reconsecrations digraph evicting chirks tendons fascia humours silvan appal propinquity furring authorized baling banjoist insusceptibility secluding ringbolts macrocephalous suppliants slapsticks payrolls multilateral bandana urgently tempehs philanthropist barkeeps frenetics alterers pinnacles tiddlywinks correlation sponsors megalomaniacs occasioning quags enchiladas interrogatories weakliest executioner ponderously demurrage audios efts embolism greenishness striping saturants exhumers outpace deisms encouragement preamps tenably challies beakers unquenchable sallowness wandering contagions inversely papaya tinkering chiccory misadvise phalanxes hires overachieved dreamless twangle unstemmed partials tuberous beautifully dualizes revived obfuscates combative pees millenniums','en',2,1,-1,4,1,2008-04-09
45,8,1,3,2008-03-27,'liquidation membered japanize merlins clyster undaunted retells obligingly promotable overpowering tribeswomen ultimately','splurging herded clingers herpetologic leisures mashers weenies disembodied ravener fanciers unjudicial snuggest spaying pasteurizers egomanias deprogramming pontificating systematization stockyard dishing illiterates trivialities smacking physiopathologic shouldst stadiums tempeh ditcher indigents footy creping auctioned sandhogs presumptively resemblance axonic marines idealogy trestles cruelness slumberous lactoprotein curlycues conceptualists margays unclenches disownment officers totting genes polyethylene jolts conjugational habaneras muzzles woodsier ionics seabags endorses neoclassicism pasteurized bullfighting pauses adulatory cybernetician paltrier percolator arguers makes bactericidal unvaryingly registerable oversystematic borzoi skirmishing faqir hearties henbanes hardhead potty bosky toadied tusked reshipped cartoonist obliger actiniums shipwrecking superpower demonstration conceited backspin itched sensorially somniloquist cogging subjected disinclined garnetlike airwoman pilsners aerator ripens foetus radiobiology waler','en',-1,5,1,6,1,2008-06-18
46,6,1,3,2008-03-31,'viewy priss colognes blubbers tartest matured pirouettes cautery forworn sputterers prefacer lesbianism peachiest','fluffily profounder untroubled synchronizer oilcan serapes radicals rejector consorting cuffed reheeling noiselessness bereavement godchild monotremata chills lymphatically bamboozler cheeps pipit standpoints myopically energizers precooked sported remits straightening overarched catches claimed misbestow tamarisk quakiest slangy dentals overkill frisbee unsegmented benefactrixes tackify comparisons fritted fallaciously workbenches mischarge sanes circadian redheads preventions tuneable','en',10,-1,1,9,1,2008-04-12
47,9,1,3,2007-11-16,'recharting wardrobes divvies rhetorics phantasies lineate yews swilling resorters cluttering mannerisms architecure flense','moxas clangored haughtier rascals southerly shirred institutionally windsocks laboring copulations deliverer brogan leaseless lunches religionist coached nestler reconciliations jerboa tenderfoots visoring voidance alleviatory polyps abhors aquavits swerves bossisms uncharacteristic bankrolls razorbill impanels problems couther falcons tinier fiches comfiest masterminds sibilation chauvinistic bitting nutting trainload authorizes gnomes miauled localization jammed testatum phonogramically affixer barometers phlegms outbluffed pickax quadroon fistulae loaners whereto superposition insiders saner saturdays federalization nanowatt termites finagles','en',-1,4,7,10,1,2008-05-12
48,2,1,3,2008-05-19,'primarily quotes weighmaster overconcern reexchanged unsurveyed oatcakes wolfer','semimonthly dulcimer wriggles bandwidths disenchantment workboat mistrial coequally avifauna overexciting canonically fertileness dancing permeated davits rehanged closer keypunching bossily disenfranchisement patchiness swordsmanship townwears focalize inexpertly angas ciphers absorbencies fizzer stringiest convictions denudations fulnesses vibrational seedcases lowing parsimoniously cellarets unentered smelters smoothness jesters horses alexandrian quaffers debonairly menstruum rebuffed typically thymes ligaturing kanji begrudging diagrammed voce bisexually loveable brackishness allotrophic cuneate pygmies utilize biorhythmic alfalfas junketeers ochers stoicism mephitic caginess squirish bahamas volitions prioresses preschool savagely stinkbugs ghees cetacean patronizers shrivelling flamingly peins sequence opprobriate vireos raggy cityward featured preappointed journalize wainscots lumps stories calamint neatly incinerated arbalests gaggers compassed chicos rebroadcasts stuccoing hawkeys housemaster sanest socializes uncritical ungenial tickers feasters herpetologist postcards northerners hearing deciders wholesaler ors aggrieved vinos egises epigrammatist redrew underlined asthmatic cosher turned accusable','en',5,5,-1,-1,1,2008-05-21
49,9,1,3,2008-03-23,'heehawed underway knickers scroungier hypnotism sowbellies dugs pangs excrescences rockworks','brisker astrophysicists elations chlorines vastier princeliness barristerial snootiness livable slipovers tularemic tambur atomised padishah tissued biotechnology piton adulterating headrest procreative transplanting gainsaying towages entrenchment carefully thatchers postdigestive amebean eggers skirmishes overparticular suboxides pandits mw corsairs akenes birdies electrified empathizing flibbertigibbet unfastened antennas preestablishing internationalize circumlocutory radiotelemetries hotbeds gesso hopper vilifier lexicographer whistlers medullae improvable designment vainest supersedes obnoxiously airfields homering obviates graders decorators shallower pretender periling guffs irregularities bathhouses vaccinotherapy hats estrangement jugula acidifiers quilting openhandedness involuntarily perturbs tiptoed razoring reinters protuberance reties reeked conservatories enormously depicting nutmegs pores bigmouth dotted investigator vocality choleras nonmilitant aluminize activistic squiggle chasuble nomads postulation certainest stooped philtred novena tearstained reframes confirms throstles kinetins semiosis horseflies expositors moronisms gargoyle intercepted presser flaps leasers sinfully recoup clunk shadowgraph tsunamis shocker mummied brasher sullener animas understanding undermanned podgily saleyard optative menstruated flanker slumped disappearing flense thyroidectomized longes podiatrist cornfed caltrops hapless wormier containerize toting garde trigraph chemurgic waistbands agglomerations grunting transients ills dimensions preshapes','en',-1,4,-1,9,1,2008-04-19
50,7,1,3,2007-09-16,'grinners tackets retaliation rewash photochemical triangulating anodal veinlet hugs manicurists','furlers grappled girdlers tremulously instants leaved cossets tsimmes dismalness filmography dispossesses relinquishers opaquely drivels personalties dollying variorum faultily wombs caver mahjongs ingenues frizzliest wark pinnaces recharts rubes samaritan unsterilized flowerless cooption tramless worthies herniae broidering tediums silhouetting briner pleasuring reexamination obsessively undersecretary uncorking elicitors ixtles apperceiving wort screenwriter detainee unzipped querist clomped rearouse nightwear seamounts charier insigne samurais motordrome reflective unchurched casuists flatulencies improvidently agribusinesses bearskin earthiest tsarinas syllabics sudses unshod thirstily overbalanced zipper limewater lawfulness doffing cradlesongs lodes swarth substitutabilities luckily shahdom middy connecters refuses cozey drubbed capmakers metalloenzyme issueless meed vanitied surprised irrigation pawnor undenominational screecher electrochemistry appointively deveining uncharges rudely extraordinarily mazer ousting coprocessors immotility bearable formally variance illumining coiners preadapted hawkbill bushtit escallop iceboats gemmologists caducei pooches hydrogens decidable tules scratchiest attractive franchisee solitariness pipier avouchers fortunateness jollifying jackhammer bughouses lactates palsies tempos credentials chemosterilant pieceworkers unfurnished schillings foots reinfused renting orates advertizement yielders slapjack makings surplice undischarged lumper gaveller googol riprapped sacrists','en',5,9,-1,-1,1,2007-12-12
51,3,1,4,2008-02-26,'hectares probability elegancy faits dialyses kilorad scufflers primings drivels','marinates rummies watermarked hesitance chaired sketcher chipper refiners doting anoraks unextended hokums commoners wigwams routes identically liegemen sidesteps congealable saggiest standardize reconcilement tarnally surlier glaziery swishiest prechill flyby turnspits culled avian inessential mercuries prawners remonetization avidities bowsed smatters archfiends streetwalking hectograms mumblers indigestibilty oratresses cupidities footslogs submersing procreated scapulae highbrows handedly bloomiest swordsmen meseemed huller disunion sleekly panels caucussed shucker linkages bestowed hagglers westers penang overstuff underhandedness observable folioing bellyfuls repertorial tourisms adjustor niters leavings outpayment expiations underpaying charlatan thrumming stockateer exploding aesthesia coloured contumelious appallingly weightily plainly sniffled furiously sycamores navigated trustwoman proceeds barbless causally resettlement nard speculator raveled swob yenning outflow garniture raptured trothed strategies personate postural sphygmographic requester linkup ogham decaffeinating hawkweeds redistrict weekly','ru',10,3,10,7,1,2008-06-05
